id,title,detail,condition,is_completed,price,location,source,model,model_type
926a0ba3-3f4d-4b67-a391-6823c4adff6e,스토케 유모차,신생아때 잠깐 사용하고 커서 잠깐 잠깐씩 사용했어요~ 아이가 커서 걸어다닌다고 하네요~ 컵커버도 있어요~ (커피마실때 좋아요 ^^) 회색커버는 살짝 벗겨졌어요~ 따로사실분은 새제품으로 사용하셔도되구요~ 받기싫으신분은 말씀해주세요~ 여름용 망이랑 비닐은 한번도 사용 안했어요~ 예민맘x 환불x 선입금o,새 상품,True,80000.0,세종특별자치시,daangn,,
9279be06-51a9-415f-945d-9c0bb1f819d4,스토케 익스플로리 유모차,"스토케 이지고 카시트(커버포함) 스토케 유모차(커버포함) 컵홀더도 하나 챙겨드릴게요 ,방한 커버 바퀴 잘굴러가고 사용감있지만 특별하게 부서지거나 까짐 같은거 없어보여요 깨끗하게 아껴 사용했어요 혁신동 비대면거래 교환환불불가",거의 새 것,True,45000.0,,daangn,explori,
928355a2-a64d-4886-b631-cae1ad18d228,스토케 유모차 윈터 키트,스토케 유모차 윈터 키트 착샷만햇구 새상품급입니다~! 직거래 문고리거래 이월드주차장쪽,새 상품,True,52000.0,대구광역시,daangn,,
9294e5c5-09b8-4518-a7bc-ca36f9418f7f,스토케 디럭스 유모차 팝니다!,연식은 좀 됐는데 깨끗합니다 방풍커버(기스가 좀 있어요)랑 가방 컵홀더 우산 옵션입니다 안타고 세워둔지 꽤 되서 세탁하고 타시는걸 추천드려요 반품은 불가합니다 쿨거시 에눌가능합니다!,거의 새 것,True,45000.0,,daangn,,디럭스
929b0b02-a2d5-4715-9522-80d34a158874,스토케 디럭스 유모차,네이비 스토케 디럭스 유모차 입니다 물려 받아 사용해 연식이된 유모차지만 정상적으로 사용 가능하고 아이가 편안해합니다 햇빛 가림용 우산과 여름에 사용하는 방충망 함께 드립니다 우리집 아이는 겨울에 신생아 시기를 보내다 보니 실내에서만 사용했습니다! 얼마전 세탁도 해놨습니다. 필요하신 분 가져가세요! 문고리 거래 선호 하고 덕이초등학교 근처에서 거래 가능합니다!,사용감 있음,True,50000.0,경기도,daangn,,디럭스
929d7023-1836-4e6d-8e22-5d43d5335a17,스토케 익스플로리v3유모차팝니다,조카가 쓰던거 받아왔는데 애기가 잘안타려고해서 내놓습니다 중고이다보니 사용감은 있지만 전반적으로 양호한편입니다 애기손잡이 따로빼놓았고 메쉬커버랑 겨울용커버? 있습니다,사용감 있음,True,27000.0,,daangn,explori,
92a1ffb4-b724-40dc-8e54-747284be312d,스토케 디럭스 유모차,사용감 많은 편이며 세탁 후 사용하셔야합니다. 직접 가져가셔야됩니다. 네고도 가능합니다!,사용감 있음,True,20000.0,광주광역시,daangn,,디럭스
92a261e1-3ce7-40fd-b245-3b702422da45,스토케 유모차 판매합니다,실제 몇번타지않았습니다 생활기스는 조금있구요상태 B 급 입니다 사진에 보이는 구성품전부입니다 택배 직거래 가능합니다 지역은 대전유천동 입니다 ,사용감 적음,False,95000.0,유천1동,bungae,,
92a4a3a7-0a9d-4185-8238-638fffb9fc78,스토케 디럭스유모차,"서랍 수납장나눔낙민동·6시간 전돌잔치 장식 소품 세트20,000원낙민동·1일 전스칸디맘 신생아 목베개7,000원낙민동·2일 전에시앙 아기 의자(재당근)25,000원낙민동·2일 전",사용감 있음,True,20000.0,부산광역시,daangn,,디럭스
92a84f6d-3d2e-45f9-b2a0-c6fafbaea513,스토케유모차V6+구성품+시즐링보드,19년10월에 샀지만 첫개시는 20년3월 따뜻해질때부터 탔습니다 주로 집근처나 가까운곳 갈때만 탔어서 험하게 사용하지 않았습니다 나중엔 휴대용을 많이타고 보관만 해놓고있어서 깨끗한편입니다 시트랑 커버는 유모차클리너로 닦았고 다른곳들은 분리해서 물티슈 마른수건으로 닦아놨습니다 유모차아래에 가방도 분리해서 닦고 다시 조립해놨습니다 이너시트 모기장 방풍커버 컵홀더 시즐링보드도 필요하면 같이 드리겠습니다 가지러 와주셔야합니다,거의 새 것,True,250000.0,,daangn,,
92b79b30-b2d1-4736-92f7-31fb31b8960a,스토케 유모차,"안방그릴 시즌6 AB1101MF 팔아요130,000원고덕동·2일 전",,True,15000.0,서울특별시,daangn,,
92eb2e9c-80ba-4856-a8a9-f8c50206a98c,스토케 익스플로리 엑스 유모차,"영아 신발 4켤레 (130)5,000원조치원읍·28일 전애플비 퍼즐 동물 카드5,000원조치원읍·6개월 전두두 출판사 수학 그림책 10권 세트10,000원조치원읍·6개월 전미니로디니 패딩30,000원조치원읍·6개월 전두두스토리 호기심 자연관찰 8권6,000원조치원읍·7개월 전헬로 미니미 베이비 방수요 세트5,000원조치원읍·8개월 전",,True,300000.0,,daangn,explori,
92eb763f-745e-4ccf-9c30-cc5a2136e661,퀴니 디럭스 신생아 유모차,퀴니 디럭스 유모차 입니다. 연식은 있지만 핸들링이 정말 좋아요 바퀴에 특별한 댐퍼 스프링이 있어서 신생아 시절부터 태울수 있습니다. 한때 스토케와 쌍벽을 이루던 수입 유명유모차입니다. 핸들링이 좋고 아파트 단지 산책하기 좋습니다. 신생아부터 36개월까지 잘 이용했으나 이제는 커서 자전거를 탈 나이가 되어 내놓습니다.,사용감 있음,True,30000.0,서울특별시,daangn,,디럭스
92f094f7-6aae-4b2f-a605-a116f215698a,스토케 유모차 비트 절충형,"스토케 유모차 비트 판매합니다 아이가 커서 내놓아요~ 커버,커피꼿이 상태양호합니다. 상태확인하시고 세탁해서 2번사용햇어요. 문고리합니다.",,True,51000.0,인천광역시,daangn,beat,절충형
9303c298-1a64-44aa-89ff-d50a92460713,"스토케유모차,","아디다스 그리다스 스니커즈 신발 255 사이즈(운동화)31,000원덕암동·12시간 전",,True,10000.0,대전광역시,daangn,,
930500e3-dfff-4e24-8d93-9ebab9ddae9a,스토케 스쿠트 유모차,스토케 스쿠트 유모차 판매합니다! 저도 중고로 구매해서 아주 잘 사용했어요~ 사용감은 많은편! 사진과 같아요! 유모차 시트는 제가 집에서 세탁했구요~ 예민맘은 사절입니다!,사용감 있음,True,40000.0,서울특별시,daangn,scoot,
930ad07b-7754-4576-8dba-2dbb4fc2b713,스토케 유모차 판매,스토케 유모차 판매합니다 우산까지 있는 풀구성입니다 사용감은 사진과같고 커버 자크 윗부분이 고장났는데 수선하시면 될거같아요 비대면문고리거래,사용감 있음,True,50000.0,세종특별자치시,daangn,,
931b01a7-c269-46bb-8d53-d61d5797a00b,스토케 익스플로리 V5 디럭스 유모차 판매,"스토케 디럭스 유모차 판매합니다. 당근해서 전문업체통해 세척해서 사용했습니다. 실사용 기간은 3개월 정도 됩니다. 늦게 들여서 이제 휴대용 유모차 구입해 내놓습니다. 구성품 포함 사항은 ㅇ 유모차 본체(신생아시트,가방,컵홀더 포함) ㅇ 정품 우산 ㅇ 마니또 방충커버 ㅇ 마니또 방풍커버 ㅇ 유모차 라이너 입니다. 스토케 디럭스는 유모차중에서 높이가 가장 높아 아기와 엄마가 밀착 상호작용하기에 최고 인 것 아기가 있어 문고리 거래 희망합니다.",거의 새 것,True,150000.0,,daangn,explori,디럭스
931d33cb-454c-421a-b2b2-ce0cdd599fa5,스토케 요요 유모차 팔아요,"핸들링 좋은 스토케 요요 150,000원 뉴본팩 120,000원에 판매합니다. 컬러팩 차양막안쪽에 얼룩있고 뉴본팩은 신생아때부터 사용 가능하며 구매후 실 사용횟수는 10회미만정도 됩니다! 컬러팩은 따로 구매하셔서 바꿔서 사용 가능합니다. 중고로 인해 생활스크래치 있는점 감안후 연락부탁드립니다! 구매시 방풍커버,모기장 같이 드려요~",거의 새 것,True,150000.0,,daangn,yoyo,
932186db-3ec8-4568-9900-22927dd4af7a,스토케 유모차,스토케 유모차팝니다 16년 즈음 샀구요 살때 당시 180만원정도 준것같네요 애들 다커서 안써서 닦아서 보관하고 있다가 그냥 두기도 안까워서 팔게됬네요 등받이도 있고요 겨울용 커버도 있는데 정품커버는 아닙니다 핸들링 정말좋고요 전체적인상태는 좋은데 사용감있는건 대부분 유모차가 마찬가지일거에요 개포동 4동 직거래 입니다 연락주세요,사용감 있음,True,115000.0,서울특별시,daangn,,
932aa673-60e9-4e65-8822-466424759880,스토케 유모차,스토게 유모차구요 스크래치정도 사용감있어요 퓨어베베 세탁 맡기고 비닐포장 그대로 두었어요 아주 깨끗합니다,거의 새 것,True,100000.0,울산광역시,daangn,,
9335a0d8-93cb-4323-9a5d-6a71f6dfd4c5,나눔 스토케 디럭스 유모차,염곡동입니다! 신생아-백일 전후까지 잘 태웠어요~ 부피가 커서 직접가지러 와주세요~ 핸들백 및 쿠션도 함께 드려요~,,True,59900.0,서울특별시,daangn,,디럭스
933c8d44-16e5-4f4d-8885-cf8e053b263a,스토케 익스플로리 디럭스 유모차,물려받아서  자세한 스펙은 몰라요  한번 태워봤어요  다른 부분은 사용감 있어도  아기 태우는 부분은 깨끗하고  바로 쓰셔도 됩니다  바퀴나 다른 부분은 사용감 있으니  예민하신 분은 피해주세요  쨍한 빨강이라 너무 이뻐요  지금 사진 찍었어요  빨간 가방이랑 방풍커버 같이 드립니다   쿨거래시  네고 가능합니다   문고리 거래입니다  서울 강남  저대로 가져가셔야 합니다  교환  환불 불가입니다 ,사용감 많음,False,53000.0,,bungae,explori,디럭스
935401c6-552e-4ec4-b065-9e09a359d469,스토케 익스플로리 디럭스 유모차,스토케 익스플로리 유모차입니다~ 색상은 다크 그레이 색상입니다. 사용감은 사진 참고해주세요! 오늘가져가실분,사용감 있음,True,1000.0,울산광역시,daangn,explori,디럭스
9355fd7b-9491-4cff-8172-559144bce551,스토케 익스플로리 유모차 v4,"2016년형 스토케 익스플로리 v4입니다~ 집 앞 산책용으로 주로 썼고 많이 타지 않고 세워 둔 적이 더 많습니다. 손이 많이 닿는 부분에 약간의 사용감이 있지만 전체적으로 상태 깨끗하고 좋습니다.  구성품 - 스토케 정품 레인커버, 모기장, 우산 - 와우베이비 방한커버(앞면 사용감있음) - 맘네스트 유모차 바퀴 보호대 - 사용설명서 방한커버를 제외한 구성품은 사용을 안해서 새상품급입니다. 직접 오셔서 실물 보시고 거래 하셔도 됩니다.",새 상품,True,200000.0,울산광역시,daangn,explori,
93584494-df38-4c0f-a6fd-da11dec17f24,스토케 익스플로리 유모차,스토케 익스플로리입니다. 유모차는 나눔할 수 있지만 시블링보드 때문에 값을 붙이니 유모차만 원하시는 분도 문의 바래요. 구성품은 - 시블링보드 - 유모차 라이너 - 유모차 손잡이 장갑 입니다. 익스플로리라 역시 운전하기 쉽고요 세탁소에서 풀세탁한지 2개월 정도 됐어요. 대강 태워서 동네 다니기 좋아요. 롯데캐슬베네루체에서 문고리거래합니다!,,True,30000.0,서울특별시,daangn,explori,
93673031-46ee-496e-8bff-91728627dc81,스토케 유모차,"사진상 구성품 전부 드립니다 (모기장 햇빛가림우산 방한커버 유모차보조장치) 유모차 천상태 양호(구멍X,얼룩x) 시트깔고 깨끗하게 썼어요 신생아부터 돌전후까지 잘 사용 하실거예요",거의 새 것,True,50000.0,광주광역시,daangn,,
937839d2-ed46-44d8-b8fa-fab59c77d50f,스토케 스쿠트 (절충형 유모차),"절충형 유모차 중에서 가장 묵직해서 디럭스급이라고 하는 유모차에요. 풀옵션급입니다. 설명드릴게요. 제가 유모차가 5대라서 필요에 맞게 돌아가면서 사용했는데 정말 만족스러운 모델이었어요. 디럭스 급이라 안정감있는데 폴딩이 되니 휴대가 가능해 좋았습니다. 앉은 자리에서 아이 잠들면 눕히기도 간편해요. 관리 잘하고 타서 바퀴 뾰족심 살아있고요. 모두 스토케 정품으로 스쿠트용 소프트백 (풋머프, 워머 라고도 합니다) 모기장, 바람막이, 컵홀더 있습니다. 어깨패드도 분실없이 잘 있고요. 발판도 마찬가지에요. 그리고 폴딩이 되는 디럭스급이라 세워둘때 썬쉐이드 부분이 땅에 닿는데 그거 보호해주는 캡도 있어요. (이거 구하기 너무 힘들었네요 ㅠㅠ) 구성품중에 빠진것없이 다 있는 깨끗한 제품이에요. 아라동입니다.",거의 새 것,True,80000.0,제주특별자치도,daangn,scoot,절충형
937dda8b-ff85-4441-9b61-7b82bd56c637,스토케 스쿠트 유모차 블랙,"스토케 스쿠트 절충형 유모차 블랙 색상이에요 19년 신강 구매 아이둘 어릴 때 잘 썼어요 - 디럭스형 접이식 유모차 - 신생아부터 48개월까지 사용 가능 - 시트 분리 가능하고, 장바구니 용량도 넉넉해요",,True,30000.0,서울특별시,daangn,scoot,절충형
93920a54-e6e0-4d85-8664-17ffd7789155,스토케 크루시 디럭스유모차,사진에 보시면 구성품들 많아요~ - 기본색상 네이비 - 우산 그레이(거의 사용안한 새거) - 여름키트 크림 -> 모기장도 색 맞췄어요. - 쿨시트 (새거!!!!) 레인커버(새거!!!) - 방풍커버 신생아시트 바퀴커버 크루시가 오래된 모델이라 연식은 되었고 단종되었지만... 첫째 현재 9살. 둘째 현재 25개월 며칠전까지 잘 태웠어요 전 둘째 출산 후 첫째땜에 조리원 안 가고 바로 집에서 조리했는데 울퉁불통한 도보길에 흔들림없어서 둘째 태워서 첫째 유치원 등하원 시켰습니다 장바구니 진짜 넉넉해서 마트 장볼때도 정말 좋아요 여지껏 이거만큼 큰 장바구니 못 본듯합니다...ㅋㅋ 스토케 디럭스 최대장점이 아기가 진짜 편해하고 85cm 인 지금도 시트 넉넉하니 좋아해서 나갈때면 유모차 태워달라고해요 판매하는 이유는 충분히 더 태울 수 있지만 휴대용유모차가 생기면서 디럭스 절충형 휴대용 3대 다 집에 두기 힘들어서입니다  사실 일반적인 디럭스유모차 사용기간은 짧지만 .. 뚜벅이 생활 하시는 분들이라면 진짜 오래오래 쓰실 수 있는 유모차라고 강력추천해요!!! 굴화 또는 삼산 거래 가능합니다. 그 외 지역 저랑 동선이랑 시간 맞으면 가져다드릴 수도 있어요 ~ 궁금하신거 편하게 쳇 주세요.,사용감 있음,True,50000.0,,daangn,crusi,절충형
93a04490-20de-49a6-8153-64defae76423,스토케유모차 35000원 핸들링최상,스토케유모차 입니다 실사예요 사용감있으나 핸들링좋고 시트 양호합니다 접고펴기잘됩니다 35000원 문자나전화주세요 010 2928 1900입니다,사용감 있음,False,35000.0,,naver,,
93a4d3d0-5c5d-4856-b184-f914af7b160f,스토케 유모차,스토케 유모차 디럭스 무료나눔합니다 사용감도 있고 군데군데 생활기스도 있습니다만(사진참조) 사용하는데 문제없고 세탁하여 깨끗합니다.,거의 새 것,True,200000.0,,daangn,,디럭스
93b50752-27fd-4e6a-82fe-b3850ca59610,스토케 유모차,"XINGX 냉장 쇼케이스 CL-475RS50,000원고운동·13시간 전",,True,35000.0,세종특별자치시,daangn,,
93d021d7-1f15-4a5a-b731-66e0128f3e1f,스토케 익스플로리 유모차 블랙,"스토케 익스플로리 유모차 블랙 색상 판매합니다 아이가 커서 내놓아요~ - 블랙 섀시, 블랙 시트 - 신생아부터 사용 가능 - 높이 조절 및 양대면 가능 - 정품 레인커버, 윈드커버 생활 스크래치는 조금 있어요",사용감 있음,True,25000.0,인천광역시,daangn,explori,
93eccafd-807d-449a-ab0b-609d1ccb2b7d,스토케 디럭스 유모차,"유니클로 아기 여름 바디슈트 3벌10,000원신창동·2개월 전유니클로 아기 여름 슈트 4벌10,000원신창동·2개월 전반팔 여름 아기 바디슈트 4벌5,000원신창동·2개월 전오가닉붐 여름 배냇슈트5,000원신창동·2개월 전",,True,10000.0,광주광역시,daangn,,디럭스
940dcd00-4126-4256-ae29-e2baeab2c4c1,스토케 유모차 익스플로리 V5 판매합니다!,"스토케 유모차 익스플로리 V5 판매합니다! 예쁜 검은색 에디션^^! 상태가 깨끗하고 좋습니다~ 얼인이대공원에서만 잘 사용했습니다. •유모차라이너 •유모차 모빌 • summer kit 세트 (우산, 비 커버, 예쁜 블루 여름 시트) •행거 •컵 헐더 •겨울 커버 다 같이 드립니다",거의 새 것,True,290000.0,서울특별시,daangn,explori,
941262e4-01ad-41a7-809f-995ea3c7cec4,스토케 트레일즈,스토케트레일즈 재당근입니다 집에 똑같은 유모차가 있어 친정에 올때만 사용용으로 따로 구매했고 비닐커버로 다 포장해서 보관했습니다 집이좁아 내놓아요 재당근이라 사용감은 있습니다만 친정올때마다 잘 사용했습니다 짐도 엄청 많이 수납되고 안정감이 최고에요 문고리만 가능하고 환불은 어렵습니다,사용감 있음,True,50000.0,서울특별시,daangn,trailz,
941fc80f-fe8f-4574-b814-628084b416de,스토케 유모차,"라부부 사랑 충성 평온 희망 행복 행운 시크릿 3세대 키링15,000원성내동·2일 전",,True,5000.0,서울특별시,daangn,,
94294289-aae3-4f7a-9d3c-be309998e3e9,스토케유모차 나눔,"보나츠 상하복 외 아기옷 기본티2장,상하복1벌 총4벌 일괄15,000원종촌동·1일 전",,True,35000.0,세종특별자치시,daangn,,
942ee70b-c9a8-49cf-998d-c2990472d5aa,스토케 익스플로리 v6 유모차,깨끗하게 사용했습니다 보기보다 깨끗합니다.. 예민하신분은 패스 모기장..방풍커버..있어요 구입년도 몰라요 중리동이나 용운동에 있어요,거의 새 것,True,350000.0,대전광역시,daangn,explori,
943eca11-88d6-4e87-a2b6-47bcf5bef23a,스토케유모차,사용흔적많구요 베이비시트포함 작년에 커버새로 샀는데 같이드려요 벨트부분 헤졌는데 쓰시는데 이상없어요 제조년일은 17년 구매는18년도 입니다^^,사용감 있음,True,50000.0,,daangn,,
9440bddb-67bf-4a65-a4bd-ffa0e0027d08,스토케 디럭스 유모차,스토케 디럭스 유아차에요~~ 물려받은 거라 최근에 구입한 스토케 정품 양산만 중고가격으로 받겠습니다 천은 깨끗한 편이고 손잡이 부분에만 생활 기스 있지만 사용하면서 전혀 신경쓰이지는 않더라구요 튼튼하고 잘 굴러가서 아기 어릴 때 산책용으로 잘 사용했어요 밑에 짐바구니랑 모기장 발받침대도 있어요 사진에 있는 물병 거치대는 포함 아닙니당 아라이동 비대면거래합니다^^,거의 새 것,True,20000.0,제주특별자치도,daangn,,디럭스
944130ec-f7c0-4b40-b3a6-0cd80e511b35,스토케_디럭스 유모차,스토케 디럭스유모차_ 브라운컬러 스토케 인기컬러중 베스트인 브라운입니다. 실제로보면 더 예뻐요 정품우산 커버 악세사리 다 포함이구요 업체에 맡겨서 세탁된 상태라 바로 사용 하시면 되요 세탁후 사진이라 비닐포장으로 되어있어요 비닐 벗겨서 사진 요청 하시면 곤란해요  (문제있으면 바로 환불),,True,970000.0,서울특별시,daangn,,디럭스
94419b50-638f-454d-a27f-47a3e9e9fe0a,스토케 유모차,2년전에 사서 1년정도 쓰고 아기가 커서 올립니다~ 잘가져놀던 장난감도 단채로 드려요~,,True,10000.0,,daangn,,
94444bcd-8ced-48e7-8446-89c610335fb1,스토케 트레일즈 유모차 팝니다,높이가 높아 허리 많이 숙이지 않아도 되어서 좋았어요 유모차 자체가 안정감 있고 트레일즈 특성상 아래 바구니가 넓어 간단히 장본 것 넣어 다니기도 좋았네요. 사용감 있지만 외관상 특별한 하자 없고 상태 좋아요! (구성품 유모차 전용 우산있어요) 편하게 사용하실 분 저렴히 가져가세요^^ 비대면 문고리거래 원해요 반품 환불 어렵습니다,사용감 있음,True,40000.0,서울특별시,daangn,trailz,
94461f15-e937-4f53-aad1-12684c063d5a,스토케 유모차,"르큅 필터 프로 L'EQUIP Filter Pro 식품건조기18,000원대평동·8시간 전",,True,20000.0,세종특별자치시,daangn,,
944cfd43-8779-49eb-8745-ebf47a264312,스토케 노르딕그린 유모차,"스토케 노르딕그린 리미티드 에디션 유모차 상태좋아요 튼튼해서 마트 갈때 좋고요 집안에서 재울때도 잘 썼어요 악세사리 전부 드림 가방, 바퀴 바람 넣는것,설명서, 갓난아기 보조시트 파우치,돗자리, 모기장, 기본 커버, 레인커버 -> 한번도 사용 안함 찾는곳 노형",새 상품,True,200000.0,제주특별자치도,daangn,,
944da14e-6911-469d-aee5-6f7761389d62,스토케유모차 무료나눔,"갤럭시 S22 울트라 화이트 256기가290,000원우장산동·12시간 전",,True,5000.0,서울특별시,daangn,,
944e49bc-7c29-4715-b6a8-c039e4a5f151,스토케 익스플로리 유모차 베이지,스토케 익스플로리 유모차입니다 시트 높이 조절되고 양대면 가능해요 - 풋레스트 조절 가능 - 장바구니 용량 넉넉 - 권장 사용 연령: 6개월부터 48개월 잘 사용했지만 다른 유모차가 생겨서 내놓아요~,,True,50000.0,대전광역시,daangn,explori,
